,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue Name,Venue ID,Venue Latitude,Venue Longitude,Venue Category
995,Downsview Central,43.73369000000008,-79.49674024199999,Best Turkish Kebab,56411676cd10c8b4e52e82a2,43.727140913391274,-79.48242745157282,Turkish Restaurant
996,Downsview Central,43.73369000000008,-79.49674024199999,Cao Van,4cc8b49c786e46884dc88f09,43.724114,-79.50895,Vietnamese Restaurant
997,Downsview Central,43.73369000000008,-79.49674024199999,Country Style,4e792f82aeb79f7dab59555b,43.73986,-79.51333,Coffee Shop
998,Downsview Central,43.73369000000008,-79.49674024199999,Pho Hoa Binh,4c812f0c47cc224b23b7799f,43.7262294677569,-79.48055300452504,Vietnamese Restaurant
1000,Downsview Central,43.73369000000008,-79.49674024199999,Country Style,4de8ec97d4c0faa5643ae8a6,43.74645518116068,-79.48722173279653,Coffee Shop
1001,Downsview Northwest,43.75537065200007,-79.51958999999994,Commisso Bakery,4b4981b3f964a520ad7026e3,43.748678,-79.51726151,Tea Room
1009,Downsview Northwest,43.75537065200007,-79.51958999999994,Pita Land,4f298aebe4b015f8e4c4e8e7,43.757520253440326,-79.51462786652858,Falafel Restaurant
1010,Downsview Northwest,43.75537065200007,-79.51958999999994,Perkins,4c1d51b0b4e62d7fc997dc93,43.75656747323858,-79.52747471772624,American Restaurant
1012,Downsview Northwest,43.75537065200007,-79.51958999999994,Mac's Convenience Store,4f5bb679e4b05eaca40ffdd6,43.76933566288619,-79.52110641923016,Snack Place
1013,Downsview Northwest,43.75537065200007,-79.51958999999994,Saggio Eatery,4f75e0a0e4b0678850e28391,43.761580469390346,-79.54005080080982,Italian Restaurant
1014,Downsview Northwest,43.75537065200007,-79.51958999999994,Country Style,4e792f82aeb79f7dab59555b,43.73986,-79.51333,Coffee Shop
1015,Downsview Northwest,43.75537065200007,-79.51958999999994,Uptown Churrasqueira BBQ,4df1119efa76042fed7158bd,43.753662,-79.54268996770948,Portuguese Restaurant
1017,Downsview Northwest,43.75537065200007,-79.51958999999994,Tenren's Tea Time,4d9bb1c9c18aa35d17d473ff,43.74867056537947,-79.54219147141178,Tea Room
1020,Victoria Village,43.73060024600005,-79.31326499999994,Peek Freans Cookie Outlet,4c69a3588e7c0f47e629e00f,43.71326033174486,-79.30806318602713,Bakery
1021,Victoria Village,43.73060024600005,-79.31326499999994,The Bean Sprout,4c9f77980e9bb1f7659bf05f,43.742228835254664,-79.31357696452841,Chinese Restaurant
1025,Victoria Village,43.73060024600005,-79.31326499999994,Bruno's valu-mart,4bafa285f964a5203a123ce3,43.746143,-79.32463,Grocery Store
1026,Victoria Village,43.73060024600005,-79.31326499999994,Portugril,4f3ecce6e4b0587016b6f30d,43.72581876267242,-79.31278541470671,Portuguese Restaurant
1035,Victoria Village,43.73060024600005,-79.31326499999994,The Frig,4d689350b6f46dcb77ee15b2,43.72705130603407,-79.31741760908679,French Restaurant
1039,Victoria Village,43.73060024600005,-79.31326499999994,The Prince - Shisha Lounge,4c3a64cd3849c928d3f3c2b1,43.736602724746405,-79.30781173902841,Middle Eastern Restaurant
1040,Victoria Village,43.73060024600005,-79.31326499999994,Bamboo Garden,4e456c11c65bd6ffbe83a106,43.73596810935831,-79.30623638143747,Chinese Restaurant
1041,Victoria Village,43.73060024600005,-79.31326499999994,K C McFlys,4d9581ed2bd6f04d250a2050,43.73598654734451,-79.30620886692107,Wings Joint
1042,Victoria Village,43.73060024600005,-79.31326499999994,Valley Fields Family Restaurant,4ba4f1bcf964a52083c638e3,43.74145188427135,-79.3196334859321,Breakfast Spot
1043,Victoria Village,43.73060024600005,-79.31326499999994,Country Style,51bf10a4498ed21d675407a3,43.72648,-79.29978,Coffee Shop
1045,Victoria Village,43.73060024600005,-79.31326499999994,Druxy's,4b5ddd46f964a520af7029e3,43.72882898914713,-79.32915639492907,Deli / Bodega
1046,Victoria Village,43.73060024600005,-79.31326499999994,Tim Hortons / Esso,4bb9ef191261d13a56ffe998,43.740446973170236,-79.32416861639062,Coffee Shop
1049,Victoria Village,43.73060024600005,-79.31326499999994,Dine.TO,4bb632022f70c9b67b078530,43.71463856518455,-79.31554900448066,Office
1050,Victoria Village,43.73060024600005,-79.31326499999994,La Famliglia,4e07c0f27d8b2a01805cf1e2,43.715112479048344,-79.30536141584285,Italian Restaurant
1051,Victoria Village,43.73060024600005,-79.31326499999994,Delimark Cafe,4bb4e43b86a8d13ab40ddf7f,43.72036965876474,-79.3315187900018,Coffee Shop
1052,Victoria Village,43.73060024600005,-79.31326499999994,Maria's Corner Cafe,4b9fc5fcf964a520523d37e3,43.72090540009802,-79.33233849644765,Café
1053,Victoria Village,43.73060024600005,-79.31326499999994,Druxy's,4ba90363f964a52099033ae3,43.722452576926294,-79.3345573665101,Deli / Bodega
1054,Victoria Village,43.73060024600005,-79.31326499999994,BeanWise (formerly Cultured Coffee Bean),540b37d7498e634754b1db46,43.71324905334155,-79.30785208267649,Coffee Shop
1055,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Peek Freans Cookie Outlet,4c69a3588e7c0f47e629e00f,43.71326033174486,-79.30806318602713,Bakery
1056,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Gingerman Restaurant,4bd847e709ecb713146d487c,43.707844,-79.29558,Restaurant
1057,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Mon K Patisserie,51b0bcb6498e4f0309a58a65,43.696922,-79.32952,Pastry Shop
1059,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Ital Vital Rastarant,53729c0a498e019260644870,43.71721649169922,-79.29380798339844,Vegetarian / Vegan Restaurant
1063,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Harvey's,4b7055c3f964a52086132de3,43.70813627814792,-79.3141045886623,Fast Food Restaurant
1064,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Nostalgia,50b63ac8e4b03158df08777b,43.706832771917064,-79.31178314223835,Café
1065,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Rise & Dine Eatery,590e0fbfd8096e608dcc8fd4,43.705769,-79.311638,Breakfast Spot
1068,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Mondelez,4bd32953b221c9b6a1ffd8d0,43.71326405563084,-79.30985171831507,Bakery
1069,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,BeanWise (formerly Cultured Coffee Bean),540b37d7498e634754b1db46,43.71324905334155,-79.30785208267649,Coffee Shop
1070,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Dine.TO,4bb632022f70c9b67b078530,43.71463856518455,-79.31554900448066,Office
1071,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,La Famliglia,4e07c0f27d8b2a01805cf1e2,43.715112479048344,-79.30536141584285,Italian Restaurant
1072,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Duffy's Drive-In Restaurant,4b0d2faef964a5206e4423e3,43.70221178731397,-79.29680943350886,Burger Joint
1073,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,JJ Bean,571e75c0498ead458f6df160,43.720229,-79.313561,Café
1074,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Thai Wok,4c841690d92ea0930d355a72,43.692789,-79.315951,Asian Restaurant
1075,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Kouzina,4c0119b7cf3aa593b06eccb0,43.69740702366666,-79.32917515993438,Breakfast Spot
1076,"Woodbine Gardens, Parkview Hill",43.707535000000064,-79.31177329699995,Tim Hortons / Esso,4bede7f14daaa59377718f61,43.6974754523648,-79.3290553987026,Coffee Shop
1077,Woodbine Heights,43.689640000000054,-79.30687387799998,Hollandaise Diner,566c2656498e9a9ccc484ba7,43.68652710817421,-79.3088972568512,Breakfast Spot
1078,Woodbine Heights,43.689640000000054,-79.30687387799998,Royal Beef,4ae5cbf7f964a52017a221e3,43.685325126021965,-79.31498171235116,Butcher
1079,Woodbine Heights,43.689640000000054,-79.30687387799998,Bodega Henriette,58375c0214250b703b480d06,43.67807709328078,-79.3148675051117,Café
1081,Woodbine Heights,43.689640000000054,-79.30687387799998,Beaches Bake Shop,4c0e40c0c700c9b6e185a3dd,43.68036312619922,-79.28969173416124,Bakery
1082,Woodbine Heights,43.689640000000054,-79.30687387799998,Red Rocket Coffee,4f0f11fbe4b035449917e927,43.68234009057258,-79.3285298526357,Café
1084,Woodbine Heights,43.689640000000054,-79.30687387799998,City Betty,5aeeffcfcf72a0002c937ed8,43.6824,-79.32873,American Restaurant
1085,Woodbine Heights,43.689640000000054,-79.30687387799998,Celena's Bakery,4b6d9cd0f964a5203d802ce3,43.685392752671284,-79.31416165735217,Bakery
1086,Woodbine Heights,43.689640000000054,-79.30687387799998,Pomarosa Coffee & Kitchen,59bb20b679f6c73b6546cb4f,43.683201,-79.325849,Coffee Shop
1087,Woodbine Heights,43.689640000000054,-79.30687387799998,Grinder,4ad8d41df964a520121521e3,43.68307273557906,-79.2998748093593,Coffee Shop
1088,Woodbine Heights,43.689640000000054,-79.30687387799998,Basil Thai Kitchen,4b203218f964a520852e24e3,43.68456259154853,-79.30736206544368,Thai Restaurant
1089,Woodbine Heights,43.689640000000054,-79.30687387799998,Mon K Patisserie,51b0bcb6498e4f0309a58a65,43.696922,-79.32952,Pastry Shop
1090,Woodbine Heights,43.689640000000054,-79.30687387799998,Patisserie La Cigogne,4d8e5df3c1b1721eeafa2e46,43.68251423565178,-79.3270197375558,Dessert Shop
1091,Woodbine Heights,43.689640000000054,-79.30687387799998,Zav Coffee Shop & Gallery,59735a7aff030653f79455e4,43.68551803991472,-79.31387285041357,Coffee Shop
1092,Woodbine Heights,43.689640000000054,-79.30687387799998,Last Drop Cafe,4adb7a7df964a520f02721e3,43.688829532311495,-79.32600210968185,Coffee Shop
1093,Woodbine Heights,43.689640000000054,-79.30687387799998,Sunset Grill,4af5b483f964a5209cfb21e3,43.68363044666721,-79.32321153587844,Breakfast Spot
1094,Woodbine Heights,43.689640000000054,-79.30687387799998,The Real Jerk Beaches,553588fb498ea7ca06504fc8,43.680781,-79.285727,Caribbean Restaurant
1095,Woodbine Heights,43.689640000000054,-79.30687387799998,Seb's Cappuccino,4b437fbdf964a520cce125e3,43.684974853747605,-79.31610439784015,Café
1099,Woodbine Heights,43.689640000000054,-79.30687387799998,Pavillion Pastries,4b2e5b88f964a520c2de24e3,43.688560652640675,-79.30191525698254,Café
1104,Woodbine Heights,43.689640000000054,-79.30687387799998,Grumble's deli-cafe,4cbdd779d78f468834eccf73,43.68758138785994,-79.30173489866068,Bakery
1105,Woodbine Heights,43.689640000000054,-79.30687387799998,Esso,4c210f28ebe52d7ffa983178,43.6911309461129,-79.28799150210405,Gas Station
1106,Woodbine Heights,43.689640000000054,-79.30687387799998,Cozy Cafe and Bakery,4c1f9479b306c92870a368b7,43.685654834977385,-79.31299920344759,Bakery
1108,Woodbine Heights,43.689640000000054,-79.30687387799998,Shahi Tiffin,4d4ddad181955481d588dc93,43.688947,-79.297665,Indian Restaurant
1109,Woodbine Heights,43.689640000000054,-79.30687387799998,Thai Wok,4c841690d92ea0930d355a72,43.692789,-79.315951,Asian Restaurant
1110,Woodbine Heights,43.689640000000054,-79.30687387799998,Cafe Cocoro,58bc8f69735a4d22f821bfb2,43.68500490281945,-79.31491613388062,Coffee Shop
1112,Woodbine Heights,43.689640000000054,-79.30687387799998,Saks Fine Foods,4b74afe9f964a5206eec2de3,43.683966939245316,-79.30011145002373,Restaurant
1114,Woodbine Heights,43.689640000000054,-79.30687387799998,Sandy's Restaurant,4b0b05fcf964a520b72b23e3,43.68176625970266,-79.31051203868572,Asian Restaurant
1115,Woodbine Heights,43.689640000000054,-79.30687387799998,Davidson's valu-mart,4b0b07f4f964a520e12b23e3,43.686269,-79.31249,Grocery Store
1116,Woodbine Heights,43.689640000000054,-79.30687387799998,Country Style,52628368498eb2ec1feb4583,43.69000521574516,-79.29352931486821,Coffee Shop
1117,Woodbine Heights,43.689640000000054,-79.30687387799998,Country Style,4c67d2fb19f3c9b6c4b0a3ff,43.689868,-79.293306,Coffee Shop
1119,Woodbine Heights,43.689640000000054,-79.30687387799998,Seaspray Restaurant,4dbc53541e72b351caafda72,43.678887885937094,-79.29816674246032,Asian Restaurant
1121,Woodbine Heights,43.689640000000054,-79.30687387799998,Dip 'n Sip,4bc7fcce6501c9b6bf813f29,43.67889707815811,-79.29774501670785,Coffee Shop
1122,Woodbine Heights,43.689640000000054,-79.30687387799998,Star of Kingston Road,4c0c0b45009a0f47030cecbf,43.67688822390427,-79.3039746611155,Pizza Place
1123,Woodbine Heights,43.689640000000054,-79.30687387799998,The Bus Terminal Diner,58651b068f0be461c08d4b1b,43.683646,-79.322808,Breakfast Spot
1125,Woodbine Heights,43.689640000000054,-79.30687387799998,Coffee Time,4adf88aaf964a520887b21e3,43.68312267142478,-79.32413010347399,Coffee Shop
1126,Woodbine Heights,43.689640000000054,-79.30687387799998,Apple cafe,4b9e7464f964a5204ae536e3,43.68997452054689,-79.32639855584102,Café
1127,The Beaches,43.67653121600006,-79.29542499999997,Beaches Bake Shop,4c0e40c0c700c9b6e185a3dd,43.68036312619922,-79.28969173416124,Bakery
1128,The Beaches,43.67653121600006,-79.29542499999997,Tori's Bakeshop,4f5a855be4b0a4baa1ae0063,43.672113947269565,-79.29033140068843,Vegetarian / Vegan Restaurant
1129,The Beaches,43.67653121600006,-79.29542499999997,Bagels On Fire,51e2a41f498ec07b5f39be58,43.672864007619,-79.28678355423988,Bagel Shop
1130,The Beaches,43.67653121600006,-79.29542499999997,The Remarkable Bean,4ad795aff964a520740c21e3,43.67280091854837,-79.28703802232461,Coffee Shop
1131,The Beaches,43.67653121600006,-79.29542499999997,Buds Coffee Bar,53ffb4ff498e0a4a7c6c65c7,43.66937472977883,-79.30321763920566,Coffee Shop
1132,The Beaches,43.67653121600006,-79.29542499999997,I'm On The Beach,4c4a6282f7cc1b8d7da94e3e,43.67036350292171,-79.28469553696922,Beach
1133,The Beaches,43.67653121600006,-79.29542499999997,Beacher Cafe,4ae33773f964a520ca9121e3,43.67193800612107,-79.29123801741737,Breakfast Spot
1134,The Beaches,43.67653121600006,-79.29542499999997,Sunset Grill,4ad886bbf964a520051221e3,43.67021370116725,-79.29965336344807,Breakfast Spot
1135,The Beaches,43.67653121600006,-79.29542499999997,Bodega Henriette,58375c0214250b703b480d06,43.67807709328078,-79.3148675051117,Café
1136,The Beaches,43.67653121600006,-79.29542499999997,Hollandaise Diner,566c2656498e9a9ccc484ba7,43.68652710817421,-79.3088972568512,Breakfast Spot
1137,The Beaches,43.67653121600006,-79.29542499999997,Vi Vetha,4b79d0c5f964a520ef132fe3,43.67372046319636,-79.28215483901357,Breakfast Spot
1138,The Beaches,43.67653121600006,-79.29542499999997,Isabella’s Boutique Restaurant,587bae87286804584acd2a7a,43.673767,-79.282703,Breakfast Spot
1139,The Beaches,43.67653121600006,-79.29542499999997,COBS Bread,4d0e5be2dc932c0f09690bac,43.66988072784326,-79.30082792210273,Bakery
1140,The Beaches,43.67653121600006,-79.29542499999997,Royal Beef,4ae5cbf7f964a52017a221e3,43.685325126021965,-79.31498171235116,Butcher
1142,The Beaches,43.67653121600006,-79.29542499999997,Bam Breakfast and Bistro,53e8d72e498e3e602573cffa,43.6697241195373,-79.30150262403112,Breakfast Spot
1143,The Beaches,43.67653121600006,-79.29542499999997,Zane,4aec7b4df964a520b0c721e3,43.66837210177904,-79.30800754008288,Bakery
1144,The Beaches,43.67653121600006,-79.29542499999997,Grinder,4ad8d41df964a520121521e3,43.68307273557906,-79.2998748093593,Coffee Shop
1145,The Beaches,43.67653121600006,-79.29542499999997,The Real Jerk Beaches,553588fb498ea7ca06504fc8,43.680781,-79.285727,Caribbean Restaurant
1148,The Beaches,43.67653121600006,-79.29542499999997,Meat on the beach,4b998121f964a520cb7f35e3,43.668507346445224,-79.30720650399131,Butcher
1149,The Beaches,43.67653121600006,-79.29542499999997,Juice and Java,4b281c1af964a520268f24e3,43.67106189021513,-79.29575478082984,Café
1150,The Beaches,43.67653121600006,-79.29542499999997,Basil Thai Kitchen,4b203218f964a520852e24e3,43.68456259154853,-79.30736206544368,Thai Restaurant
1151,The Beaches,43.67653121600006,-79.29542499999997,Celena's Bakery,4b6d9cd0f964a5203d802ce3,43.685392752671284,-79.31416165735217,Bakery
1152,The Beaches,43.67653121600006,-79.29542499999997,Lazy Daisy's Cafe,4ea9b2c0cc217eb08e070a93,43.67281409083959,-79.31943769132836,Café
1153,The Beaches,43.67653121600006,-79.29542499999997,Aroma Espresso Bar,57900ed0498e4beaff28771b,43.668495,-79.30689,Coffee Shop
1156,The Beaches,43.67653121600006,-79.29542499999997,The Goof,4c535e4afd2ea593856b4f28,43.672632571715766,-79.28746725153027,Asian Restaurant
1157,The Beaches,43.67653121600006,-79.29542499999997,Zav Coffee Shop & Gallery,59735a7aff030653f79455e4,43.68551803991472,-79.31387285041357,Coffee Shop
1160,The Beaches,43.67653121600006,-79.29542499999997,Garden Gate Resturant,4bd4925d637ba59348f7f470,43.67261471952654,-79.28749153616172,Breakfast Spot
1162,The Beaches,43.67653121600006,-79.29542499999997,Harvey's,4b1b0a31f964a520ebf623e3,43.66666258400179,-79.3150811802549,Fast Food Restaurant
1163,The Beaches,43.67653121600006,-79.29542499999997,Seb's Cappuccino,4b437fbdf964a520cce125e3,43.684974853747605,-79.31610439784015,Café
1166,The Beaches,43.67653121600006,-79.29542499999997,Dyson's valu-mart,4ba3e694f964a520aa6b38e3,43.673271,-79.285854,Grocery Store
1168,The Beaches,43.67653121600006,-79.29542499999997,Dip 'n Sip,4bc7fcce6501c9b6bf813f29,43.67889707815811,-79.29774501670785,Coffee Shop
1169,The Beaches,43.67653121600006,-79.29542499999997,Seaspray Restaurant,4dbc53541e72b351caafda72,43.678887885937094,-79.29816674246032,Asian Restaurant
1173,The Beaches,43.67653121600006,-79.29542499999997,Prana Coffee,4bffdf2f2e69ef3ba3c414c4,43.671306,-79.294092,Coffee Shop
1174,The Beaches,43.67653121600006,-79.29542499999997,Absolute Cafe,4ae31f92f964a520a69021e3,43.67102219360621,-79.29580904142931,Café
1175,The Beaches,43.67653121600006,-79.29542499999997,Naturalis,4bb8fa201261d13a022de998,43.672193692484726,-79.28973156096451,Bakery
1176,The Beaches,43.67653121600006,-79.29542499999997,Star of Kingston Road,4c0c0b45009a0f47030cecbf,43.67688822390427,-79.3039746611155,Pizza Place
1177,Leaside,43.70949500000006,-79.36398897099997,Charmaine Sweets,5640122fcd10bcf28224ede4,43.71271199043255,-79.358389377594,Bakery
1178,Leaside,43.70949500000006,-79.36398897099997,Aroma Espresso Bar,523b88db11d2b90b3f77f1d0,43.70561065613986,-79.36077468518098,Coffee Shop
1179,Leaside,43.70949500000006,-79.36398897099997,Rahier Patisserie,4adf26bcf964a520e27721e3,43.705751208187394,-79.37534264644027,Bakery
1180,Leaside,43.70949500000006,-79.36398897099997,Booster Juice,510035c8e4b0e6ff30700d53,43.70617277,-79.36065194,Juice Bar
1182,Leaside,43.70949500000006,-79.36398897099997,Patisserie La Cigogne,4b5727cef964a520942828e3,43.706616063827525,-79.37554891000032,Bakery
1184,Leaside,43.70949500000006,-79.36398897099997,Sophie’s,5b8af29267f62b00392d1643,43.706327,-79.375429,Diner
1185,Leaside,43.70949500000006,-79.36398897099997,Rollian Sushi,535194e511d2648212b7c2b1,43.71263734723078,-79.3769135356257,Japanese Restaurant
1186,Leaside,43.70949500000006,-79.36398897099997,Eat Indian By Amaya,4c51e0069d642d7f4aef50de,43.705591752336446,-79.37517794845704,Indian Restaurant
1188,Leaside,43.70949500000006,-79.36398897099997,lit espresso,554b90e1498eb4aeef065e9f,43.704438791101126,-79.37458987723409,Café
1189,Leaside,43.70949500000006,-79.36398897099997,The Bagel House,4bc9d5543740b713e9515f65,43.704923370250704,-79.37491799978652,Bagel Shop
1190,Leaside,43.70949500000006,-79.36398897099997,COBS Bread,4b40c113f964a520baba25e3,43.70498779206165,-79.37490726942397,Bakery
1193,Leaside,43.70949500000006,-79.36398897099997,Sunset Grill,4f805ab5e4b02f457fe39eb2,43.71008051140994,-79.36252937590784,Breakfast Spot
1196,Leaside,43.70949500000006,-79.36398897099997,Epi Breads,4d629b681ee8721e9fe5c221,43.70426507788239,-79.37462883894152,Bakery
1200,Leaside,43.70949500000006,-79.36398897099997,The Great Canadian Bagel,4afeb674f964a520063022e3,43.71327461980094,-79.36502672732136,Bagel Shop
1205,Leaside,43.70949500000006,-79.36398897099997,valu-mart,4af76750f964a5200e0922e3,43.70353,-79.374591,Grocery Store
1207,Leaside,43.70949500000006,-79.36398897099997,Harvey's,4e1740f114957dc705cb7884,43.710490110936554,-79.35802089380987,Fast Food Restaurant
1208,Leaside,43.70949500000006,-79.36398897099997,Select Sandwich,4bc76e1614d795211e5f67e9,43.714080841677884,-79.36023689117143,Restaurant
1209,Leaside,43.70949500000006,-79.36398897099997,Creeds Coffee Bar,5a636831c8b2fb6365aa21e4,43.706094,-79.375255,Coffee Shop
1210,Leaside,43.70949500000006,-79.36398897099997,Golden Griddle,4b34e1c2f964a520f62825e3,43.70882576791166,-79.36282949731965,Breakfast Spot
1211,Leaside,43.70949500000006,-79.36398897099997,Swiss Chalet,4b564423f964a520520828e3,43.707537822614576,-79.34374277950216,Restaurant
1215,Leaside,43.70949500000006,-79.36398897099997,Kandahar Kabab,5a20351f65cdf8220f0a79f2,43.70525,-79.348625,Middle Eastern Restaurant
1216,Leaside,43.70949500000006,-79.36398897099997,Harlequins: Sunnybrook,4be857dbc5220f47479fa9ca,43.72178602413268,-79.37415043723831,Food Court
1218,Leaside,43.70949500000006,-79.36398897099997,Bistro On the Go: Sunnybrook,4c6306d869a1c9b6291f3aa4,43.7216295207983,-79.37642455101013,Food Court
1219,Leaside,43.70949500000006,-79.36398897099997,Purblendz,4fd1096fe4b0f7109a493d96,43.72244334751209,-79.37496426861122,Juice Bar
1220,Leaside,43.70949500000006,-79.36398897099997,Extreme Pita,506dd01be4b0eca4bb872066,43.72181380411455,-79.37652042626512,Falafel Restaurant
1221,Leaside,43.70949500000006,-79.36398897099997,Oisie sushi,4b942882f964a520d36b34e3,43.7083013094919,-79.38842444207054,Japanese Restaurant
1222,Leaside,43.70949500000006,-79.36398897099997,Wendy's,4be2fbabd27a20a15fe5905b,43.705116503799566,-79.35059756040579,Fast Food Restaurant
1223,Thorncliffe Park,43.70124000000004,-79.34982482599997,Aroma Espresso Bar,523b88db11d2b90b3f77f1d0,43.70561065613986,-79.36077468518098,Coffee Shop
1224,Thorncliffe Park,43.70124000000004,-79.34982482599997,Charmaine Sweets,5640122fcd10bcf28224ede4,43.71271199043255,-79.358389377594,Bakery
1225,Thorncliffe Park,43.70124000000004,-79.34982482599997,Select Bakery,4ada00f4f964a520181d21e3,43.69410780356072,-79.34279334551296,Bakery
1226,Thorncliffe Park,43.70124000000004,-79.34982482599997,The Ritz Restaurant,4be6ef2dd4f7c9b6a4372720,43.69181205999497,-79.3421085652764,Breakfast Spot
1227,Thorncliffe Park,43.70124000000004,-79.34982482599997,Booster Juice,510035c8e4b0e6ff30700d53,43.70617277,-79.36065194,Juice Bar
1228,Thorncliffe Park,43.70124000000004,-79.34982482599997,Mon K Patisserie,51b0bcb6498e4f0309a58a65,43.696922,-79.32952,Pastry Shop
1229,Thorncliffe Park,43.70124000000004,-79.34982482599997,O'Connor Station,4addc149f964a520a46521e3,43.69347180078107,-79.34963379096611,Restaurant
1234,Thorncliffe Park,43.70124000000004,-79.34982482599997,Goat Coffee Co.,544bee8b498ece3f8ce209fe,43.68447714502223,-79.3468360903566,Café
1240,Thorncliffe Park,43.70124000000004,-79.34982482599997,Whistler's Grille and The McNeil Room,4ad4c05cf964a520f5f520e3,43.684082064401245,-79.35678903213018,Restaurant
1241,Thorncliffe Park,43.70124000000004,-79.34982482599997,Sunset Grill,4f805ab5e4b02f457fe39eb2,43.71008051140994,-79.36252937590784,Breakfast Spot
1244,Thorncliffe Park,43.70124000000004,-79.34982482599997,Swiss Chalet,4b564423f964a520520828e3,43.707537822614576,-79.34374277950216,Restaurant
1245,Thorncliffe Park,43.70124000000004,-79.34982482599997,Kandahar Kabab,5a20351f65cdf8220f0a79f2,43.70525,-79.348625,Middle Eastern Restaurant
1247,Thorncliffe Park,43.70124000000004,-79.34982482599997,Number One Chinese Restaurant,4d72d530ec075481ab7c8fbf,43.684585940432,-79.34690952301025,Chinese Restaurant
1249,Thorncliffe Park,43.70124000000004,-79.34982482599997,Eggsmart,4c55f7be19a3be9a114dbd88,43.695178,-79.342777,Breakfast Spot
1250,Thorncliffe Park,43.70124000000004,-79.34982482599997,The Great Canadian Bagel,4afeb674f964a520063022e3,43.71327461980094,-79.36502672732136,Bagel Shop
1251,Thorncliffe Park,43.70124000000004,-79.34982482599997,Harvey's,4e1740f114957dc705cb7884,43.710490110936554,-79.35802089380987,Fast Food Restaurant
1252,Thorncliffe Park,43.70124000000004,-79.34982482599997,Serano Cafe,5b64e28e1f7440002c217aa2,43.690243,-79.34895,Café
1253,Thorncliffe Park,43.70124000000004,-79.34982482599997,Phyllo Cafe,5a3e9570e185f31fd13a967d,43.689236,-79.34889,Pastry Shop
1254,Thorncliffe Park,43.70124000000004,-79.34982482599997,East York Restaurant,4c66b2ccc2ead13aa85bb480,43.688907,-79.348694,Greek Restaurant
1256,Thorncliffe Park,43.70124000000004,-79.34982482599997,Pho Challenge,57e7035b498e425ed4c27108,43.68867,-79.34837,Vietnamese Restaurant
1257,Thorncliffe Park,43.70124000000004,-79.34982482599997,Wendy's,4be2fbabd27a20a15fe5905b,43.705116503799566,-79.35059756040579,Fast Food Restaurant
1258,Thorncliffe Park,43.70124000000004,-79.34982482599997,Coffee Lime & Deli,4c9124191adc370489942dd1,43.687541217660836,-79.34843958729138,Coffee Shop
1259,Thorncliffe Park,43.70124000000004,-79.34982482599997,Florida Shish Kebab,4c00518937850f476321983f,43.68646348978633,-79.34798240661621,Greek Restaurant
1260,Thorncliffe Park,43.70124000000004,-79.34982482599997,Select Sandwich,4bc76e1614d795211e5f67e9,43.714080841677884,-79.36023689117143,Restaurant
1262,Thorncliffe Park,43.70124000000004,-79.34982482599997,Kouzina,4c0119b7cf3aa593b06eccb0,43.69740702366666,-79.32917515993438,Breakfast Spot
1263,Thorncliffe Park,43.70124000000004,-79.34982482599997,The Maker Bean Cafe,594925041fa7633e491da717,43.71602565336404,-79.34031436962798,Café
1266,Thorncliffe Park,43.70124000000004,-79.34982482599997,Golden Griddle,4b34e1c2f964a520f62825e3,43.70882576791166,-79.36282949731965,Breakfast Spot
1267,Thorncliffe Park,43.70124000000004,-79.34982482599997,Tim Hortons / Esso,4bede7f14daaa59377718f61,43.6974754523648,-79.3290553987026,Coffee Shop
1268,East Toronto,43.688765344000046,-79.33417499999996,Red Rocket Coffee,4f0f11fbe4b035449917e927,43.68234009057258,-79.3285298526357,Café
1269,East Toronto,43.688765344000046,-79.33417499999996,City Betty,5aeeffcfcf72a0002c937ed8,43.6824,-79.32873,American Restaurant
1271,East Toronto,43.688765344000046,-79.33417499999996,Serano Bakery,4bb75e0f6edc76b03212321c,43.683139418786745,-79.34653122970155,Bakery
1272,East Toronto,43.688765344000046,-79.33417499999996,Sakawa Coffee,5787c18b498e6faa6ae1f44d,43.679906,-79.339807,Café
1273,East Toronto,43.688765344000046,-79.33417499999996,The Ritz Restaurant,4be6ef2dd4f7c9b6a4372720,43.69181205999497,-79.3421085652764,Breakfast Spot
